timestamp,coin,price_usd,market_cap,volume_24h,change_24h
2026-04-25 04:58:32.967696,bitcoin,77629.0,1553981918564.3713,30639742587.370407,-0.09819950693039266
2026-04-25 04:58:32.967809,ethereum,2317.45,279688233674.69086,11354135138.653673,0.43564490860720784
